uuid,scenario,agents_info,scenario_uuid,agents,outcome,events
E_c60faef2d59b4e3c,"{""attributes"": [], ""uuid"": ""FB_8988b4de34a542af"", ""kbs"": [[{""Count"": 3, ""Name"": ""book"", ""Value"": 0}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 8}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 1}], [{""Count"": 3, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 3}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 2}]]}",{},FB_8988b4de34a542af,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 0, ""hat"": 1, ""ball"": 0}, {""book"": 3, ""hat"": 0, ""ball"": 2}], ""reward"": {""0"": 8, ""1"": 7}, ""agreed"": true}","[{""agent"": 0, ""time"": 0, ""action"": ""message"", ""data"": ""i love basketball and reading"", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 1, ""action"": ""message"", ""data"": ""no . i want the hat and the balls"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 2, ""action"": ""message"", ""data"": ""both balls ?"", ""metadata"": {""intent"": ""inquire"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 3, ""action"": ""message"", ""data"": ""yeah or 1 ball and 1 book"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 4, ""action"": ""message"", ""data"": ""ok i want the hat and you can have the rest"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 5, ""action"": ""message"", ""data"": ""okay deal ill take the books and the balls you can have only the hat"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 6, ""action"": ""message"", ""data"": ""ok"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 7, ""action"": ""select"", ""data"": null, ""metadata"": {""intent"": ""select""}}]"
E_f75b1d451e964296,"{""attributes"": [], ""uuid"": ""FB_fe2e1eb6db2a42ee"", ""kbs"": [[{""Count"": 2, ""Name"": ""book"", ""Value"": 2}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 1}], [{""Count"": 2, ""Name"": ""book"", ""Value"": 5}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 0}]]}",{},FB_fe2e1eb6db2a42ee,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 0, ""hat"": 2, ""ball"": 2}, {""book"": 2, ""hat"": 0, ""ball"": 0}], ""reward"": {""0"": 6, ""1"": 10}, ""agreed"": true}","[{""agent"": 0, ""time"": 0, ""action"": ""message"", ""data"": ""well now . i see two of everything . how about we split it down the middle ?"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 1, ""action"": ""message"", ""data"": ""i really just need the 2 books and 1 hat"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 2, ""action"": ""message"", ""data"": ""hmm . i could give you the two books , but i'd need both hats and both books in exchange ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 3, ""action"": ""message"", ""data"": ""you mean both balls ?"", ""metadata"": {""intent"": ""inquire"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 4, ""action"": ""message"", ""data"": ""gah , yeah . sorry ."", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 5, ""action"": ""message"", ""data"": ""ok i will take both books and you can have the rest"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 6, ""action"": ""message"", ""data"": ""deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 7, ""action"": ""select"", ""data"": null, ""metadata"": {""intent"": ""select""}}]"
E_69afa54e1ae64642,"{""attributes"": [], ""uuid"": ""FB_cd1e24a3b81e4427"", ""kbs"": [[{""Count"": 2, ""Name"": ""book"", ""Value"": 5}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 0}], [{""Count"": 2, ""Name"": ""book"", ""Value"": 2}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 1}]]}",{},FB_cd1e24a3b81e4427,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 2, ""hat"": 0, ""ball"": 0}, {""book"": 0, ""hat"": 2, ""ball"": 2}], ""reward"": {""0"": 10, ""1"": 6}, ""agreed"": true}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""well now . i see two of everything . how about we split it down the middle ?"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""i really just need the 2 books and 1 hat"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 2, ""action"": ""message"", ""data"": ""hmm . i could give you the two books , but i'd need both hats and both books in exchange ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 3, ""action"": ""message"", ""data"": ""you mean both balls ?"", ""metadata"": {""intent"": ""inquire"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 4, ""action"": ""message"", ""data"": ""gah , yeah . sorry ."", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 5, ""action"": ""message"", ""data"": ""ok i will take both books and you can have the rest"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 6, ""action"": ""message"", ""data"": ""deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 7, ""action"": ""select"", ""data"": {""book"": 2, ""hat"": 0, ""ball"": 0}, ""metadata"": {""intent"": ""select""}}]"
E_44775c9d01374d2d,"{""attributes"": [], ""uuid"": ""FB_56baeeb890e64a99"", ""kbs"": [[{""Count"": 3, ""Name"": ""book"", ""Value"": 2}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 4}], [{""Count"": 3, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 4}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 3}]]}",{},FB_56baeeb890e64a99,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 1, ""hat"": 0, ""ball"": 1}, {""book"": 2, ""hat"": 1, ""ball"": 0}], ""reward"": {""0"": 6, ""1"": 6}, ""agreed"": true}","[{""agent"": 0, ""time"": 0, ""action"": ""message"", ""data"": ""i would like the ball and two books"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 1, ""action"": ""message"", ""data"": ""gimme books and hat"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 2, ""action"": ""message"", ""data"": ""can i have one book"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 3, ""action"": ""message"", ""data"": ""yes"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 4, ""action"": ""select"", ""data"": {""book"": 1, ""hat"": 0, ""ball"": 1}, ""metadata"": {""intent"": ""select""}}]"
E_c1417aa9312d4dd9,"{""attributes"": [], ""uuid"": ""FB_3eb00819cecc4259"", ""kbs"": [[{""Count"": 3, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 4}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 3}], [{""Count"": 3, ""Name"": ""book"", ""Value"": 2}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 4}]]}",{},FB_3eb00819cecc4259,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 2, ""hat"": 1, ""ball"": 0}, {""book"": 1, ""hat"": 0, ""ball"": 1}], ""reward"": {""0"": 6, ""1"": 6}, ""agreed"": true}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""i would like the ball and two books"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""gimme books and hat"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 2, ""action"": ""message"", ""data"": ""can i have one book"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 3, ""action"": ""message"", ""data"": ""yes"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 4, ""action"": ""select"", ""data"": null, ""metadata"": {""intent"": ""select""}}]"
E_3706c4411ce346b0,"{""attributes"": [], ""uuid"": ""FB_bf6d36fed1614a02"", ""kbs"": [[{""Count"": 3, ""Name"": ""book"", ""Value"": 0}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 4}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 3}], [{""Count"": 3, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 5}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 1}]]}",{},FB_bf6d36fed1614a02,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": false, ""item_split"": [{""book"": 0, ""hat"": 0, ""ball"": 0}, {""book"": 0, ""hat"": 0, ""ball"": 0}], ""reward"": {""0"": 0, ""1"": 0}, ""agreed"": false}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""hi , i'd like 1 hat and 2 books"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""2 ball 1 book"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}]"
E_eac8f9b938854c7c,"{""attributes"": [], ""uuid"": ""FB_e547fb7c39c14bc3"", ""kbs"": [[{""Count"": 4, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 2}], [{""Count"": 4, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 6}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 0}]]}",{},FB_e547fb7c39c14bc3,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 2, ""hat"": 1, ""ball"": 2}, {""book"": 2, ""hat"": 0, ""ball"": 0}], ""reward"": {""0"": 8, ""1"": 2}, ""agreed"": true}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""i'll take the hat , you can have the rest ."", ""metadata"": {""intent"": ""propose"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""i would like the balls , hat and 2 books"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 2, ""action"": ""message"", ""data"": ""i can give you the hat and the balls if i keep the books ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 3, ""action"": ""message"", ""data"": ""sorry that wont work ."", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 4, ""action"": ""message"", ""data"": ""can you either give me the hat or 3 of the books ?"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 5, ""action"": ""message"", ""data"": ""sorry looks like we wont be making a deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 6, ""action"": ""message"", ""data"": ""yeah i have no idea how to do that ."", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 7, ""action"": ""message"", ""data"": ""we keep saying no deal until the no deal button appears"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 8, ""action"": ""message"", ""data"": ""oh , how about i get 2 books ?"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 9, ""action"": ""message"", ""data"": ""you get 2 books and i get the rest ?"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 10, ""action"": ""message"", ""data"": ""yes ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 11, ""action"": ""message"", ""data"": ""deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 12, ""action"": ""select"", ""data"": null, ""metadata"": {""intent"": ""select""}}]"
E_e7b188dcb6ec4b11,"{""attributes"": [], ""uuid"": ""FB_f3b3184fde7a4eb9"", ""kbs"": [[{""Count"": 4, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 6}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 0}], [{""Count"": 4, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 2}]]}",{},FB_f3b3184fde7a4eb9,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 2, ""hat"": 0, ""ball"": 0}, {""book"": 2, ""hat"": 1, ""ball"": 2}], ""reward"": {""0"": 2, ""1"": 8}, ""agreed"": true}","[{""agent"": 0, ""time"": 0, ""action"": ""message"", ""data"": ""i'll take the hat , you can have the rest ."", ""metadata"": {""intent"": ""propose"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 1, ""action"": ""message"", ""data"": ""i would like the balls , hat and 2 books"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 2, ""action"": ""message"", ""data"": ""i can give you the hat and the balls if i keep the books ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 3, ""action"": ""message"", ""data"": ""sorry that wont work ."", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 4, ""action"": ""message"", ""data"": ""can you either give me the hat or 3 of the books ?"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 5, ""action"": ""message"", ""data"": ""sorry looks like we wont be making a deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 6, ""action"": ""message"", ""data"": ""yeah i have no idea how to do that ."", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 7, ""action"": ""message"", ""data"": ""we keep saying no deal until the no deal button appears"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 8, ""action"": ""message"", ""data"": ""oh , how about i get 2 books ?"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 9, ""action"": ""message"", ""data"": ""you get 2 books and i get the rest ?"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 10, ""action"": ""message"", ""data"": ""yes ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 11, ""action"": ""message"", ""data"": ""deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 12, ""action"": ""select"", ""data"": {""book"": 2, ""hat"": 0, ""ball"": 0}, ""metadata"": {""intent"": ""select""}}]"
E_4af933a16f2d4e8b,"{""attributes"": [], ""uuid"": ""FB_3a4f025e10d942c6"", ""kbs"": [[{""Count"": 3, ""Name"": ""book"", ""Value"": 1}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 3}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 1}], [{""Count"": 3, ""Name"": ""book"", ""Value"": 3}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 1}]]}",{},FB_3a4f025e10d942c6,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": false, ""item_split"": [{""book"": 0, ""hat"": 0, ""ball"": 0}, {""book"": 0, ""hat"": 0, ""ball"": 0}], ""reward"": {""0"": 0, ""1"": 0}, ""agreed"": false}","[{""agent"": 0, ""time"": 0, ""action"": ""message"", ""data"": ""if i can have the hats and the books you can have the ball"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 1, ""action"": ""message"", ""data"": ""so you want me to only have the ball ? no deal make me a better offer"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 2, ""action"": ""message"", ""data"": ""i will take the hats and two books and you can have the rest"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 3, ""action"": ""message"", ""data"": ""no deal ill take the books and the ball you can have the rest"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 4, ""action"": ""message"", ""data"": ""i can take the hats and one book and you can have the res"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 5, ""action"": ""message"", ""data"": ""no ill take the books the hats and the balls then"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 6, ""action"": ""message"", ""data"": ""clearly that isn't an option"", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 7, ""action"": ""message"", ""data"": ""it is an option ."", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 8, ""action"": ""message"", ""data"": ""well it isn't going to happen . you can either try to make a deal or not . i am suggesting that i take the hats and a book or the ball . you are not being reasonable by wanting everything"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 9, ""action"": ""message"", ""data"": ""you did not suggest hat and ball . you suggested i take the ball , that makes you unreasonable so dont be a hypocrite . you can have only the hats at this point"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}]"
E_e2fc14085bca451b,"{""attributes"": [], ""uuid"": ""FB_a27e2c93c4bf4ffe"", ""kbs"": [[{""Count"": 3, ""Name"": ""book"", ""Value"": 3}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 1}], [{""Count"": 3, ""Name"": ""book"", ""Value"": 1}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 3}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 1}]]}",{},FB_a27e2c93c4bf4ffe,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": false, ""item_split"": [{""book"": 0, ""hat"": 0, ""ball"": 0}, {""book"": 0, ""hat"": 0, ""ball"": 0}], ""reward"": {""0"": 0, ""1"": 0}, ""agreed"": false}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""if i can have the hats and the books you can have the ball"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""so you want me to only have the ball ? no deal make me a better offer"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 2, ""action"": ""message"", ""data"": ""i will take the hats and two books and you can have the rest"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 3, ""action"": ""message"", ""data"": ""no deal ill take the books and the ball you can have the rest"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 4, ""action"": ""message"", ""data"": ""i can take the hats and one book and you can have the res"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 5, ""action"": ""message"", ""data"": ""no ill take the books the hats and the balls then"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 6, ""action"": ""message"", ""data"": ""clearly that isn't an option"", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 7, ""action"": ""message"", ""data"": ""it is an option ."", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 8, ""action"": ""message"", ""data"": ""well it isn't going to happen . you can either try to make a deal or not . i am suggesting that i take the hats and a book or the ball . you are not being reasonable by wanting everything"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 9, ""action"": ""message"", ""data"": ""you did not suggest hat and ball . you suggested i take the ball , that makes you unreasonable so dont be a hypocrite . you can have only the hats at this point"", ""metadata"": {""intent"": ""disagree"", ""proposal"": null, ""proposal_type"": null}}]"
E_5f14aba37d7940a6,"{""attributes"": [], ""uuid"": ""FB_9859019e2bd5498e"", ""kbs"": [[{""Count"": 4, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 4}], [{""Count"": 4, ""Name"": ""book"", ""Value"": 0}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 9}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 1}]]}",{},FB_9859019e2bd5498e,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 3, ""hat"": 0, ""ball"": 1}, {""book"": 1, ""hat"": 1, ""ball"": 0}], ""reward"": {""0"": 7, ""1"": 9}, ""agreed"": true}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""hi there . i'd like a hat and a book , thank you much ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 2, ""action"": ""message"", ""data"": ""gracias !"", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 3, ""action"": ""select"", ""data"": {""book"": 3, ""hat"": 0, ""ball"": 1}, ""metadata"": {""intent"": ""select""}}]"
E_e2ade21d337d4fd2,"{""attributes"": [], ""uuid"": ""FB_3cbc86266ca848ba"", ""kbs"": [[{""Count"": 4, ""Name"": ""book"", ""Value"": 0}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 9}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 1}], [{""Count"": 4, ""Name"": ""book"", ""Value"": 1}, {""Count"": 1, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 1, ""Name"": ""ball"", ""Value"": 4}]]}",{},FB_3cbc86266ca848ba,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 1, ""hat"": 1, ""ball"": 0}, {""book"": 3, ""hat"": 0, ""ball"": 1}], ""reward"": {""0"": 9, ""1"": 7}, ""agreed"": true}","[{""agent"": 0, ""time"": 0, ""action"": ""message"", ""data"": ""hi there . i'd like a hat and a book , thank you much ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 1, ""action"": ""message"", ""data"": ""deal"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 2, ""action"": ""message"", ""data"": ""gracias !"", ""metadata"": {""intent"": ""unknown"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 3, ""action"": ""select"", ""data"": null, ""metadata"": {""intent"": ""select""}}]"
E_e4e687f8699a4d08,"{""attributes"": [], ""uuid"": ""FB_30958a5133d24534"", ""kbs"": [[{""Count"": 2, ""Name"": ""book"", ""Value"": 3}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 2}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 0}], [{""Count"": 2, ""Name"": ""book"", ""Value"": 1}, {""Count"": 2, ""Name"": ""hat"", ""Value"": 0}, {""Count"": 2, ""Name"": ""ball"", ""Value"": 4}]]}",{},FB_30958a5133d24534,"{""0"": ""human"", ""1"": ""human""}","{""valid_deal"": true, ""item_split"": [{""book"": 1, ""hat"": 2, ""ball"": 0}, {""book"": 1, ""hat"": 0, ""ball"": 2}], ""reward"": {""0"": 7, ""1"": 9}, ""agreed"": true}","[{""agent"": 1, ""time"": 0, ""action"": ""message"", ""data"": ""i need both balls and 1 book"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 1, ""action"": ""message"", ""data"": ""deal ."", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 1, ""time"": 2, ""action"": ""message"", ""data"": ""okay so i get both balls and 1 book"", ""metadata"": {""intent"": ""agree"", ""proposal"": null, ""proposal_type"": null}}, {""agent"": 0, ""time"": 3, ""action"": ""select"", ""data"": {""book"": 1, ""hat"": 2, ""ball"": 0}, ""metadata"": {""intent"": ""select""}}]"
